farmer_id,timestamp,geo_lat,geo_lon,quantity_harvested,plant_type,region_id
F002,2024-01-29,24.960789184686785,81.85364850518678,115.09,Neem,R002
F003,2024-01-29,25.02610552721799,82.00051134566425,258.88,Tulsi,R999
F004,2024-01-29,24.85846292579496,81.95793546772346,116.48,Neem,R003
F005,2024-01-29,24.91977227307784,81.9838714288334,143.15,Ashwagandha,R003
F006,2024-01-29,25.188618590121052,82.01745778128318,262.12,Tulsi,R003
F007,2024-01-29,24.99255540842338,81.8081228784701,257.73,Tulsi,R001
F008,2024-01-29,25.006023020994103,82.24632421124853,119.6,Neem,R001
F009,2024-01-29,25.03015473423336,81.99652882302948,146.15,Ashwagandha,R002
F010,2024-01-29,25.1142822814515,82.07519330326868,214.94,Tulsi,R001
F001,2024-02-05,24.909061254520527,82.1402794310936,165.82,Ashwagandha,R001
F002,2024-02-05,25.058685709380025,82.219045562581,98.97,Neem,R001
F003,2024-02-05,24.943370227039722,82.00996513650877,105.14,Neem,R001
F004,2024-02-05,24.844933656893385,82.0068562974806,234.9,Tulsi,R001
F005,2024-02-05,25.047359243063518,81.90805757657662,104.07,Neem,R001
F006,2024-02-05,24.921674670766375,81.96779384837943,143.25,Neem,R003
F007,2024-02-05,24.876913568356603,82.02274599346042,274.41,Tulsi,R001
F008,2024-02-05,24.839251676543878,82.01846338585322,176.14,Ashwagandha,R003
F009,2024-02-05,25.078182287177732,81.87630492891219,155.2,Ashwagandha,R001
F010,2024-02-05,25.05219415656169,82.02969846732331,123.59,Ashwagandha,R001
F001,2024-02-12,25.034644820949698,81.93199752784216,155.01,Ashwagandha,R002
F002,2024-02-12,25.029307247329868,81.92856485819736,154.65,Ashwagandha,R003
F003,2024-02-12,25.04738329209118,81.88086965027973,305.97,Tulsi,R001
F004,2024-02-12,24.902531832977267,82.07870846037424,163.13,Ashwagandha,R001
F005,2024-02-12,24.91793176816483,82.09633761292443,284.76,Tulsi,R002
F006,2024-02-12,25.08220601599945,82.18967929826539,126.19,Neem,R003
F007,2024-02-12,24.924626383564252,81.91104855703745,242.64,Tulsi,R003
F008,2024-02-12,24.99228982905859,82.03411519748167,133.68,Ashwagandha,R001
F009,2024-02-12,25.082718324903603,82.00130018918779,258.3,Tulsi,R001
F010,2024-02-12,24.973534316676204,82.27201691665896,179.07,Ashwagandha,R002
F001,2024-02-19,24.91428424435837,81.89291075019389,162.51,Ashwagandha,R001
F002,2024-02-19,24.977653721467416,82.0714000494092,159.65,Ashwagandha,R001
F003,2024-02-19,24.99271710873431,81.91532062819316,159.46,Ashwagandha,R002
F004,2024-02-19,24.9553485047933,82.08563987943235,204.55,Tulsi,R999
F005,2024-02-19,24.8754261221288,82.01731809258511,256.42,Tulsi,R002
F006,2024-02-19,24.911614256379888,82.01537251059456,261.56,Tulsi,R002
F007,2024-02-19,24.885702970216936,82.03577873603483,120.87,Neem,R003
F008,2024-02-19,25.10830512431753,82.10538020520349,266.82,Tulsi,R001
F009,2024-02-19,24.906217496008487,82.05150352672086,99.33,Neem,R001
F010,2024-02-19,25.051504768630604,82.38527314906547,127.71,Neem,R002
F001,2024-02-26,25.11355656401806,82.09540017634932,161.42,Ashwagandha,R001
F002,2024-02-26,24.968473075535965,82.07589692204932,163.03,Ashwagandha,R001
F003,2024-02-26,24.976318139326,81.95146364521709,134.54,Ashwagandha,R002
F004,2024-02-26,25.231465856667352,81.81327348074082,151.64,Ashwagandha,R003
F005,2024-02-26,24.838728412881036,81.95280681342106,270.59,Tulsi,R003
F006,2024-02-26,25.006428001909548,81.89222552220707,282.67,Tulsi,R001
F007,2024-02-26,25.067959774893467,81.92696333682828,228.54,Tulsi,R002
F008,2024-02-26,25.004557183990382,81.93483996523942,256.49,Tulsi,R002
F009,2024-02-26,25.0633919022318,81.79748574133424,192.88,Ashwagandha,R002
F010,2024-02-26,24.93382135352316,82.08524333347962,153.73,Ashwagandha,R001
F001,2024-03-04,24.98852635585331,82.05049872789805,134.15,Ashwagandha,R002
F002,2024-03-04,24.879970359294422,81.96654987641591,275.97,Tulsi,R002
F003,2024-03-04,24.934667076742628,82.1765454240281,112.88,Neem,R002
F004,2024-03-04,24.873911604566494,82.09178619470548,240.62,Neem,R003
F005,2024-03-04,25.103246526055116,81.8480630034046,151.83,Neem,R001
F006,2024-03-04,25.126691114918664,81.92923305343813,140.32,Ashwagandha,R001
F007,2024-03-04,25.077463405342932,81.90730695284219,263.31,Tulsi,R003
F008,2024-03-04,24.675873265993093,81.89756123586658,119.11,Neem,R003
F009,2024-03-04,24.875221681803517,82.16324113039316,242.42,Tulsi,R001
F010,2024-03-04,24.9559955513303,82.01307405772862,390.49,Tulsi,R001
F001,2024-03-11,24.856413784882054,82.11631637521549,293.24,Tulsi,R001
F002,2024-03-11,24.901849134895205,82.04621034742632,384.88,Tulsi,R003
F003,2024-03-11,24.939978312284122,82.006980208499,259.4,Ashwagandha,R003
F004,2024-03-11,25.011351734525125,82.06621306745211,401.13,Tulsi,R001
F005,2024-03-11,24.876218450117314,82.21330333746563,181.72,Ashwagandha,R002
F006,2024-03-11,24.98482149049644,82.05883172064846,110.96,Ashwagandha,R002
F007,2024-03-11,24.93773004801794,81.97918777496427,258.43,Tulsi,R003
F008,2024-03-11,24.94106352430558,82.0849602097021,140.14,Ashwagandha,R001
F009,2024-03-11,24.930709040473936,82.08995998754332,260.71,Tulsi,R001
F010,2024-03-11,25.081286211883896,82.06296288419236,259.22,Tulsi,R003
F001,2024-03-18,24.943981895980304,82.07472936051232,225.13,Tulsi,R001
F002,2024-03-18,24.997909840603587,82.01173273833088,162.21,Ashwagandha,R002
F003,2024-03-18,24.940842861116415,82.054709738117,288.33,Tulsi,R002
F004,2024-03-18,24.978231879677278,82.10987768519873,233.03,Ashwagandha,R001
F005,2024-03-18,25.081350963600062,82.13054788071543,166.51,Ashwagandha,R002
F006,2024-03-18,25.068195297129495,81.96897332434065,120.32,Neem,R999
F007,2024-03-18,24.98698569456323,82.00969959649927,259.72,Tulsi,R001
F008,2024-03-18,24.918177931676652,82.20923872756855,161.9,Ashwagandha,R001
F009,2024-03-18,24.878581138721227,82.11581108735001,219.82,Tulsi,R002
F010,2024-03-18,25.062411981705214,82.06283455092642,273.75,Tulsi,R999
F001,2024-03-25,24.910274562851416,82.00758045581938,249.63,Tulsi,R001
F002,2024-03-25,25.097511973341774,81.98529426184979,109.84,Neem,R003
F003,2024-03-25,24.9678614158347,82.04129314542756,133.49,Ashwagandha,R002
F004,2024-03-25,24.917777960443356,82.02436872114919,233.09,Tulsi,R003
F005,2024-03-25,24.94930568246289,81.95289616943816,123.67,Neem,R002
F006,2024-03-25,24.85519156585027,81.85925362256235,256.96,Tulsi,R002
F007,2024-03-25,24.978655284828815,82.0310907565598,135.63,Ashwagandha,R002
F008,2024-03-25,25.085765962320203,81.98400614700365,142.13,Neem,R001
F009,2024-03-25,24.899747063536218,81.99814868640077,119.71,Neem,R001
F010,2024-03-25,25.03227185603381,81.91727690564477,115.67,Neem,R003
F001,2025-01-08,25.15327389130026,81.98912398515431,265.58,Tulsi,R003
F002,2025-01-08,25.06901439917111,81.95987795281141,126.03,Neem,R001
F003,2025-01-08,25.00125924007818,82.00976760985489,123.36,Neem,R003
F004,2025-01-08,25.002451017425894,82.04979982912454,134.54,Ashwagandha,R003
F005,2025-01-08,25.095927082608522,82.21531824575115,356.61,Ashwagandha,R001
F006,2025-01-08,25.08723206367207,82.01833420057383,134.65,Ashwagandha,R002
F007,2025-01-08,24.919170171464486,81.91602781578192,193.8,Ashwagandha,R003
F008,2025-01-08,24.78761042756902,81.94742449783192,138.01,Ashwagandha,R999
F009,2025-01-08,25.01503937864762,82.03417559757771,134.82,Ashwagandha,R002
F010,2025-01-08,25.095042383818605,81.94230963443376,148.14,Neem,R003
F001,2025-01-15,25.04919191715065,81.86797667929794,132.03,Ashwagandha,R002
F002,2025-01-15,25.11794401207213,81.95308243478954,147.47,Neem,R003
F003,2025-01-15,25.13538723741654,81.98854601547474,198.61,Tulsi,R003
F004,2025-01-15,24.840557234120563,81.94006249770462,287.13,Tulsi,R003
F005,2025-01-15,25.004698059376473,81.95499345285208,250.16,Tulsi,R002
F006,2025-01-15,24.89323795706174,81.98576205149787,129.34,Neem,R002
F007,2025-01-15,25.051443883405874,82.0711614878089,121.8,Neem,R001
F008,2025-01-15,24.846588582926437,82.12776768218986,216.26,Tulsi,R001
F009,2025-01-15,24.925151346344343,82.15511519755225,124.98,Neem,R001
F010,2025-01-15,25.117929718406383,82.00675184814101,121.74,Neem,R001
F001,2025-01-22,25.17553408424432,81.9751035851521,311.82,Tulsi,R002
F002,2025-01-22,25.064537594958516,82.13686315575323,169.43,Ashwagandha,R002
F003,2025-01-22,25.068605145999843,82.10584244868495,105.53,Neem,R001
F004,2025-01-22,24.881674148733424,81.79607678222399,330.55,Tulsi,R002
F005,2025-01-22,25.071754225579596,82.1502357052096,241.92,Tulsi,R003
F006,2025-01-22,25.16286155455713,81.86198985417852,121.11,Neem,R001
F007,2025-01-22,24.994445230110337,82.03840654489393,198.9,Tulsi,R001
F008,2025-01-22,24.793255789996014,81.99108799604872,249.02,Tulsi,R003
F009,2025-01-22,25.066967254883004,82.03665982460969,123.91,Ashwagandha,R003
F010,2025-01-22,24.94861330826633,81.8940786478111,105.9,Neem,R003
F001,2025-01-29,25.095514232050125,81.90142739536644,248.12,Tulsi,R001
F002,2025-01-29,24.946974238162756,81.92071271677376,265.12,Tulsi,R002
F003,2025-01-29,24.896475767758062,81.94463506946528,246.79,Tulsi,R002
F004,2025-01-29,25.19647251329164,82.00352635519717,214.06,Tulsi,R002
F005,2025-01-29,25.02139799107342,81.98876719503092,109.5,Neem,R003
F006,2025-01-29,25.06141667000434,82.07575077100473,145.58,Ashwagandha,R003
F007,2025-01-29,24.942418175935533,81.97249483028483,139.39,Ashwagandha,R001
F008,2025-01-29,24.848480893780145,82.13668742674446,103.96,Ashwagandha,R003
F009,2025-01-29,24.97509639604436,82.05765569630557,144.67,Neem,R001
F010,2025-01-29,25.307888080845522,82.11195749114346,124.67,Neem,R002
F001,2025-02-05,24.90444595593996,81.83935536797425,118.08,Neem,R003
F002,2025-02-05,24.92436492547157,81.85777462904024,154.07,Ashwagandha,R999
F003,2025-02-05,24.89184519963856,82.16871416350726,230.6,Tulsi,R003
F004,2025-02-05,24.999202735868337,82.14799441388901,276.45,Tulsi,R003
F005,2025-02-05,24.913871579867173,82.15231240772697,121.16,Neem,R001
F006,2025-02-05,24.896275384567353,81.98096613219164,128.08,Neem,R003
F007,2025-02-05,24.861720026903566,82.09261775475316,106.87,Neem,R001
F008,2025-02-05,24.860143242618086,82.05629692366905,307.28,Tulsi,R001
F009,2025-02-05,24.95128746162353,81.94076060757611,230.48,Tulsi,R002
F010,2025-02-05,25.00485216279448,81.9169049883589,107.04,Neem,R002
F001,2025-02-12,24.994976189055087,81.97610519531337,124.06,Neem,R003
F002,2025-02-12,24.942322866943165,82.07553912258257,106.39,Neem,R002
F003,2025-02-12,24.902244475520146,82.00993323054293,127.51,Neem,R002
F004,2025-02-12,24.833059471887864,82.054336019238,165.03,Ashwagandha,R002
F005,2025-02-12,25.057059866859316,81.92367408434575,230.12,Tulsi,R003
F006,2025-02-12,24.837245756211683,82.00480849466614,113.9,Ashwagandha,R002
F007,2025-02-12,24.90956833748956,82.06385924587774,155.19,Ashwagandha,R002
F008,2025-02-12,24.993392020135268,81.87889838002376,95.08,Neem,R003
F009,2025-02-12,25.00473986713164,81.9139586634716,110.22,Neem,R001
F010,2025-02-12,25.100629280921446,81.94231081304768,238.46,Tulsi,R003
F001,2025-02-19,24.88702931453424,82.05298041779153,132.54,Neem,R003
F002,2025-02-19,24.75283554998727,81.92031047445295,178.83,Ashwagandha,R002
F003,2025-02-19,24.9796954613957,82.03711458733713,267.31,Tulsi,R003
F004,2025-02-19,25.00865897874729,81.9844322764608,110.94,Neem,R002
F005,2025-02-19,25.02544208433012,82.03376026620752,285.03,Tulsi,R002
F006,2025-02-19,24.95123937759275,81.95674418121804,237.64,Tulsi,R001
F007,2025-02-19,24.957901551917974,82.02897748568964,157.89,Ashwagandha,R003
F008,2025-02-19,25.08711247034317,81.96739764678321,191.51,Ashwagandha,R001
F009,2025-02-19,24.959192462697846,81.79618754648222,138.02,Neem,R003
F010,2025-02-19,24.812920807897413,81.96484865159587,219.76,Tulsi,R001
F001,2025-02-26,25.16764373122753,82.03269273737642,250.55,Tulsi,R001
F002,2025-02-26,25.08294055811835,81.7788864690992,222.4,Ashwagandha,R002
F003,2025-02-26,25.077086519388697,81.85214137542202,154.71,Ashwagandha,R003
F004,2025-02-26,25.03384964074944,81.95847120860992,172.88,Ashwagandha,R003
F005,2025-02-26,25.22706928578044,82.01818662550585,268.98,Tulsi,R001
F006,2025-02-26,24.954063910045974,81.91501556305352,257.45,Tulsi,R001
F007,2025-02-26,24.914391617409112,82.00715662372194,166.61,Ashwagandha,R003
F008,2025-02-26,25.04789798257464,82.0333662105287,140.45,Ashwagandha,R003
F009,2025-02-26,24.948998360114526,81.97301250647067,170.75,Ashwagandha,R001
F010,2025-02-26,24.95557067399239,82.03773004930449,105.32,Neem,R003
F001,2025-03-05,24.907783467582238,82.08696059201057,272.71,Tulsi,R002
F002,2025-03-05,25.04134349032237,82.18767958125581,290.67,Tulsi,R002
F003,2025-03-05,24.875534529668858,81.82212797510957,108.39,Neem,R001
F004,2025-03-05,25.065436565635405,81.99444153290895,179.92,Ashwagandha,R002
F005,2025-03-05,24.887451095270162,82.24457519796168,155.6,Ashwagandha,R999
F006,2025-03-05,25.01093947946049,82.07257666238986,253.88,Tulsi,R003
F007,2025-03-05,25.022388402427914,81.92095255445547,159.62,Ashwagandha,R002
F008,2025-03-05,25.188202449647502,82.1345420046155,264.14,Tulsi,R001
F009,2025-03-05,24.94887843235688,81.90103951797414,143.9,Neem,R003
F010,2025-03-05,25.005572491228868,82.10941915184709,246.23,Tulsi,R001
F001,2025-03-12,25.15295503194606,81.9841992101421,199.23,Tulsi,R001
F002,2025-03-12,24.898789562473983,81.83451433281343,237.19,Tulsi,R003
F003,2025-03-12,25.00733179671884,81.87100391002589,274.7,Tulsi,R002
F004,2025-03-12,24.96642153007099,82.16690215252893,100.57,Neem,R002
F005,2025-03-12,24.849685704688188,81.9754256935914,242.21,Tulsi,R999
F006,2025-03-12,24.730311335705842,81.99457051334822,241.82,Tulsi,R003
F007,2025-03-12,25.069620636481343,82.18489560949453,145.38,Ashwagandha,R001
F008,2025-03-12,24.973111130944517,81.88934740912583,136.9,Neem,R003
F009,2025-03-12,25.00592184340145,82.0013929291913,158.6,Neem,R002
F010,2025-03-12,25.019808476076786,81.9855639588076,149.52,Ashwagandha,R002
F001,2025-03-19,24.945314105875962,81.9967246729784,232.79,Tulsi,R001
F002,2025-03-19,24.928715421732285,82.01064302276919,233.7,Tulsi,R001
F003,2025-03-19,25.150399298858268,81.7349030191607,242.35,Tulsi,R003
F004,2025-03-19,25.12460851924976,81.79266097675918,282.75,Tulsi,R003
F005,2025-03-19,24.96285591340042,81.85924883052822,370.13,Tulsi,R003
F006,2025-03-19,24.888942415453418,82.17522704434236,134.44,Ashwagandha,R002
F007,2025-03-19,25.127155509499417,82.07216720640433,168.71,Ashwagandha,R003
F008,2025-03-19,24.94754797337202,82.04893745612279,127.42,Ashwagandha,R001
F009,2025-03-19,25.07129984301724,81.97596746018418,213.34,Tulsi,R003
F010,2025-03-19,25.07109599682035,82.0444263311486,238.76,Tulsi,R003
F001,2025-03-26,25.115932980336424,81.89189366724001,114.59,Neem,R002
F002,2025-03-26,25.059310125796838,81.9690453560686,129.24,Neem,R001
F003,2025-03-26,24.87488864236147,82.09240270192069,156.52,Ashwagandha,R003
F004,2025-03-26,24.947727697948096,82.1049009225837,146.3,Ashwagandha,R002
F005,2025-03-26,24.859153870363645,81.84433708264761,135.91,Ashwagandha,R002
F006,2025-03-26,24.871957064750372,82.17547941819844,129.09,Neem,R002
F007,2025-03-26,25.169645636829003,82.02110174672026,187.54,Tulsi,R001
F008,2025-03-26,24.945508091319105,82.03991361143521,148.07,Ashwagandha,R003
F009,2025-03-26,25.11033018820165,82.01142276486621,149.25,Ashwagandha,R002
F010,2025-03-26,24.963638778778613,81.99430543762789,254.51,Tulsi,R999
